"","PEAKID","PKNAME","PKNAME2","LOCATION","HEIGHTM","HEIGHTF","HIMAL","REGION","OPEN","UNLISTED","TREKKING","TREKYEAR","RESTRICT","PHOST","PSTATUS","PEAKMEMO","PYEAR","PSEASON","PEXPID","PSMTDATE","PCOUNTRY","PSUMMITERS","PSMTNOTE","REFERMEMO","PHOTOMEMO"
"456","LANY","Langtang Yubra","Yubra Himal","Langtang Himal (ENE of Langtang Lirung)",6048,19843,13,3,FALSE,FALSE,TRUE,NA,"Opened in 2016",1,1,"1303","2018",3,"LANY18301","Oct 21","Australia, Netherands, Nepal","Karen De Lathouder, Elizabeth Finden, Edith Jankowski, Chris Jones, Warren Townsden, Lhakpa Nuru Sherpa, Mingma Sherpa, Nawang Sherpa, Phurba Sherpa, Sona Sherpa","It is unclear from leader's photo whether the team climbed Langtang Yubra or a ridge between Langtang Yubra and Yubra (6264m)",NA,NA
"457","LARK","Larkya Peak","Granite Peak, Naike Peak","Manaslu Himal (N of Manaslu North)",6416,21050,15,4,FALSE,FALSE,TRUE,NA,NA,1,2,"1305","2017",3,"LARK17301","Sep 27","Georgia","Archil Badriashvili, Giorgi Tepnadze, Bakar Gelashvili",NA,NA,NA
"458","NUPW","Nuptse West II","Nuptse Nup II","Khumbu Himal (NW of Nuptse main summit)",7732,25367,12,2,TRUE,FALSE,FALSE,NA,"Requires permit for Nuptse",1,2,"1306",NA,0,NA,NA,NA,NA,NA,NA,NA
"459","TENE","Tengi Ragi Tau East",NA,"Rolwaling Himal (N of Tesi Laptsa)",6675,21900,19,2,FALSE,TRUE,FALSE,NA,NA,1,2,"1308","2005",3,"TENE05301","Nov 20","France","Maxime Belleville, Julien Herry",NA,NA,NA
"460","NILE","Nilgiri East",NA,"Annapurna-Nilgiri Himal (NNW of Annapurna I)",6698,21975,1,5,FALSE,TRUE,FALSE,NA,NA,1,2,"1310","1970",3,NA,"Nov","Spain","Jorge Matas, Manuel Martin","Illegal Ascent",NA,NA
"461","PEMR","Pemthang Ri",NA,"Jugal Himal (N of Pemthang Karpo Ri on Tibetan border)",6743,22123,8,3,FALSE,TRUE,FALSE,NA,NA,4,1,"1312",NA,0,NA,NA,NA,NA,NA,NA,NA
"462","FUTI","Futi Himal",NA,"Damodar Himal (W of Bhrikuti)",6425,21079,3,5,FALSE,TRUE,TRUE,NA,NA,1,2,"1314","2014",1,"FUTI14101","May 16","Portugal","Pedro Guedes Viera, Sandra Lima Dos Reis, Oldemiro Lima Fortunato, Frederico Mohilla Salomao",NA,NA,NA
"463","SANB","Sano Bhrikuti",NA,"Damodar Himal (ENE of Bhrikuti)",6328,20761,3,2,FALSE,TRUE,FALSE,NA,NA,1,2,"1315","2017",1,"BHRS17101",NA,"Switzerland","Erwin Jacomet, et al.","Made ski descent",NA,NA
"464","SANK","Sano Kailash",NA,NA,6452,21168,3,5,FALSE,TRUE,FALSE,NA,NA,1,1,"1316",NA,0,NA,NA,NA,NA,NA,NA,NA
"465","TARS","Tarke Kang Shar","Tare Kang","Annapurna Himal (E of Glacier Dome)",7069,23192,1,5,FALSE,TRUE,FALSE,NA,NA,1,2,"1318","1981",3,"TARS81301","Oct 10","Italy, Nepal","Claudio Schranz, Marco Roncaglioni, Gianfranco Tagliaferri, Gombu Sherpa","Team thought they climbing Glacier Dome, but summited 7069m peak east of Glacier Dome",NA,NA
"466","KORL","Korlang Pari Tippa","Korlang Pari Tippa North","N of Lamabagar on Tibetan border",5738,18825,19,2,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,NA,"2018",3,"KORL18301","Nov 25","UK, Nepal","Brian Jackson, Daniel Walker, Catherine Husted, Gwyn Griffiths, Mingmar Dorje Sherpa, Mindu Sherpa","Climbed the W Smt of Korlang Pari Tippa",NA,NA
"467","JANE","Jannu East","Khumbhakarna East","Kangchenjunga Himal (W of Kangchenjunga)",7460,24475,9,1,TRUE,FALSE,FALSE,NA,"Requires Jannu permit",1,1,"1331",NA,0,NA,NA,NA,NA,NA,NA,NA
"468","YUBR","Yubra",NA,"Langtang Himal (ENE of Langtang Lirung)",6264,20551,13,3,FALSE,TRUE,FALSE,NA,NA,1,1,"1333",NA,0,NA,NA,NA,NA,NA,NA,NA
